2025-09-25 18:59:34 | INFO  | [http] Starting server on :8282/
2025-09-26 10:23:47 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:24:03 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:24:04 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:24:17 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:24:17 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:24:34 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:24:34 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:24:47 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:24:47 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:25:04 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:25:05 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:25:17 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:25:17 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:25:26 | ERROR | [realdebrid] Error syncing account Astrex error="error checking account Astrex: Get \"https://api.real-debrid.com/rest/1.0/user\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: no such host"
2025-09-26 10:25:35 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:25:35 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:25:47 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:25:47 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:26:05 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:26:06 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:26:17 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:26:17 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:26:36 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:26:36 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:26:47 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 10:26:47 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 10:27:09 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.2.176:443: connect: connection refused"
2025-09-26 10:27:13 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.2.176:443: connect: connection refused"
2025-09-26 10:38:10 | WARN  | [decypharr] Timeout waiting for files, 1 files still pending
2025-09-26 10:38:10 | ERROR | [decypharr] Error occured while processing torrent The.Fantastic.Four.First.Steps.2025.2160p.DV.HDR.mkv error="timeout waiting for files"
2025-09-26 10:40:49 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": read tcp [::1]:51508->[::1]:5572: read: connection reset by peer" provider=realdebrid
2025-09-26 10:40:49 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": dial tcp [::1]:5572: connect: connection refused" provider=torbox
2025-09-26 10:40:49 | WARN  | [rclone] Failed to send interrupt signal, using kill error="os: process already finished"
2025-09-26 10:40:49 | ERROR | [rclone] Failed to kill rclone process error="os: process already finished"
2025-09-26 10:44:46 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": read tcp [::1]:42428->[::1]:5572: read: connection reset by peer" provider=realdebrid
2025-09-26 10:44:46 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": dial tcp [::1]:5572: connect: connection refused" provider=torbox
2025-09-26 10:44:46 | WARN  | [rclone] Failed to send interrupt signal, using kill error="os: process already finished"
2025-09-26 10:44:46 | ERROR | [rclone] Failed to kill rclone process error="os: process already finished"
2025-09-26 10:45:07 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": read tcp [::1]:55090->[::1]:5572: read: connection reset by peer" provider=realdebrid
2025-09-26 10:45:07 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": dial tcp [::1]:5572: connect: connection refused" provider=torbox
2025-09-26 10:45:07 | WARN  | [rclone] Failed to send interrupt signal, using kill error="os: process already finished"
2025-09-26 10:45:07 | ERROR | [rclone] Failed to kill rclone process error="os: process already finished"
2025-09-26 10:45:21 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": read tcp [::1]:47830->[::1]:5572: read: connection reset by peer" provider=realdebrid
2025-09-26 10:45:21 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": dial tcp [::1]:5572: connect: connection refused" provider=torbox
2025-09-26 10:45:21 | WARN  | [rclone] Failed to send interrupt signal, using kill error="os: process already finished"
2025-09-26 10:45:21 | ERROR | [rclone] Failed to kill rclone process error="os: process already finished"
2025-09-26 10:48:07 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": read tcp [::1]:33364->[::1]:5572: read: connection reset by peer" provider=realdebrid
2025-09-26 10:48:07 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": dial tcp [::1]:5572: connect: connection refused" provider=torbox
2025-09-26 10:48:07 | WARN  | [rclone] Failed to send interrupt signal, using kill error="os: process already finished"
2025-09-26 10:48:07 | ERROR | [rclone] Failed to kill rclone process error="os: process already finished"
2025-09-26 10:48:33 | ERROR | [torbox-webdav] Failed to open file error="file does not exist" path=/webdav/torbox/torrents/[S01
2025-09-26 10:48:33 | ERROR | [torbox-webdav] Failed to open file error="file does not exist" path="/webdav/torbox/torrents/[S01/ Ms.Rachel [CUK]]/[S1.Ep1] Ms. Rachel - Learn to Talk - “What’s in the box” Speech and Toddler Learning - [CUK].mp4"
2025-09-26 10:48:55 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": read tcp [::1]:43810->[::1]:5572: read: connection reset by peer" provider=realdebrid
2025-09-26 10:48:55 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": dial tcp [::1]:5572: connect: connection refused" provider=torbox
2025-09-26 10:48:55 | WARN  | [rclone] Failed to send interrupt signal, using kill error="os: process already finished"
2025-09-26 10:48:55 | ERROR | [rclone] Failed to kill rclone process error="os: process already finished"
2025-09-26 10:51:22 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": read tcp [::1]:54046->[::1]:5572: read: connection reset by peer" provider=realdebrid
2025-09-26 10:51:22 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": dial tcp [::1]:5572: connect: connection refused" provider=torbox
2025-09-26 10:51:22 | WARN  | [rclone] Failed to send interrupt signal, using kill error="os: process already finished"
2025-09-26 10:51:22 | ERROR | [rclone] Failed to kill rclone process error="os: process already finished"
2025-09-26 11:10:03 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": read tcp [::1]:36978->[::1]:5572: read: connection reset by peer" provider=realdebrid
2025-09-26 11:10:03 | WARN  | [rclone] RC unmount failed, trying force unmount error="failed to make request: Post \"http://localhost:5572/mount/unmount\": dial tcp [::1]:5572: connect: connection refused" provider=torbox
2025-09-26 11:10:03 | WARN  | [rclone] Failed to send interrupt signal, using kill error="os: process already finished"
2025-09-26 11:10:03 | ERROR | [rclone] Failed to kill rclone process error="os: process already finished"
2025-09-26 11:16:14 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:16:29 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:16:49 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:20:08 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:20:19 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:20:30 | ERROR | [realdebrid] Error syncing account Astrex error="error checking account Astrex: Get \"https://api.real-debrid.com/rest/1.0/user\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: no such host"
2025-09-26 11:20:38 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:21:22 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:21:37 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:21:52 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:21:52 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 11:22:04 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 11:22:04 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:22:23 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:22:23 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 11:22:34 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:22:34 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 11:22:53 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 11:22:53 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:23:04 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 11:23:04 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:23:24 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 11:23:24 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 11:23:34 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 11:23:34 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 12:16:53 | ERROR | [torbox-webdav] Failed to open file error="file does not exist" path="/webdav/torbox/torrents/The rookie S03"
2025-09-26 13:21:17 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 13:21:32 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 13:21:49 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:25:51 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:34:50 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 14:34:51 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:35:04 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 14:35:04 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:35:21 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 14:44:44 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:44:48 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 14:47:21 | ERROR | [realdebrid] Error syncing account Astrex error="error checking account Astrex: Get \"https://api.real-debrid.com/rest/1.0/user\": dial tcp 94.140.4.11:443: connect: connection refused"
2025-09-26 14:47:41 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:47:44 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:47:49 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:48:00 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:48:11 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:48:15 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:48:30 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:48:42 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:48:45 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:49:00 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:49:12 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:49:15 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:49:30 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:49:34 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:49:45 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:49:49 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:50:00 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:50:04 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:50:15 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:50:19 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:50:30 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:50:34 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:50:45 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:50:50 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:51:00 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:51:04 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:51:15 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:51:20 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:51:29 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:51:34 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:51:45 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:51:51 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:52:00 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:52:04 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:52:15 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:52:22 | ERROR | [realdebrid] Error syncing account Astrex error="error checking account Astrex: Get \"https://api.real-debrid.com/rest/1.0/user\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:52:22 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 14:52:30 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp 104.26.3.176:443: connect: connection refused"
2025-09-26 14:52:34 | ERROR | [realdebrid-webdav] Failed to get torrents error="Get \"https://api.real-debrid.com/rest/1.0/torrents?limit=5000\": dial tcp: lookup api.real-debrid.com on 127.0.0.11:53: server misbehaving"
2025-09-26 15:31:30 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 15:31:49 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
2025-09-26 15:32:04 | ERROR | [torbox-webdav] Failed to get torrents error="Get \"https://api.torbox.app/v1/api/torrents/mylist\": dial tcp: lookup api.torbox.app on 127.0.0.11:53: server misbehaving"
